# Simulation 15 (Up to date)
# 495 data points written for 53 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23,1 m/s)
#
# Tempo (s),Altezza (m),Velocita' verticale (m/s),Accelerazione verticale (m/s²),Velocita' totale (m/s),Accelerazione totale (m/s²),Posizione sopravento (m),Posizione parallela al vento (m),Distanza laterale (m),Direzione laterale (°),Velocita' laterale (m/s),Accelerazione laterale (m/s²),Latitudine (°),Longitudine (°),Gravitational acceleration (m/s²),Angolo d'attacco (°),Tasso di rollio (°/s),Tasso di beccheggio (°/s),Tasso di impennaggio (°/s),Massa (g),Propellant mass (g),Momento di inerzia longitudinale (kg·m²),Momento di inerzia rotazionale (kg·m²),posizione CP  (cm),posizione CG (cm),Calibri del margine di stabilita' (?),Numero di Mach (?),Numero di Reynolds (?),Spinta (N),Forza d'attrito (N),Coefficiente d'attrito (?),Coefficiente d'attrito assiale (?),Coefficiente d'attrito causato dalla pressione (?),Coefficiente d'attrito di base (?),coefficiente della forza normale (?),coefficiente del momento di beccheggio (?),coefficiente del momento di impennaggio (?),coefficiente della forza laterale (?),coefficiente del momento di rollio (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Accelerazione di Coriolis  (m/s²),Reference length (cm),Reference area (cm²),Orientazione verticale (zenith) (°),Orientazione laterale (azimuth) (°),Velocita' del vento (m/s),Temperatura dell'aria (°C),Pressione dell'aria (mbar),Velocita' del suono (m/s),Intervallo di tempo della simulazione (s),Tempo del calcolo (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
102.8,166.33,-6.0658,0.0032883,6.0709,0.33479,-160.82,0.0020407,160.82,180,1.7553,0.33477,46.168,9.9572,9.8067,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017874,497549,0,5.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7392e-4,NaN,NaN,NaN,NaN,1.716,13.769,991.04,339.64,0.5,0.57083
103.3,163.3,-6.0681,-0.004622,6.0659,0.073665,-161.69,0.00198,161.69,180,1.7186,0.07352,46.168,9.9572,9.8067,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017859,497256,0,5.5654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6398e-4,NaN,NaN,NaN,NaN,1.7102,13.789,991.4,339.65,0.5,0.57097
103.8,160.27,-6.0634,0.009358,6.0705,0.27804,-162.58,0.0019227,162.58,180,1.8575,0.27788,46.168,9.9572,9.8067,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017872,497750,0,5.5755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6215e-4,NaN,NaN,NaN,NaN,1.8907,13.809,991.75,339.67,0.5,0.57109
104.3,157.23,-6.0668,-0.0068074,6.0634,0.036551,-163.5,0.0018647,163.5,180,1.8396,0.035911,46.168,9.9572,9.8067,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01785,497286,0,5.5641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6965e-4,NaN,NaN,NaN,NaN,1.8357,13.828,992.11,339.68,0.5,0.57121
104.8,154.2,-6.0622,0.0091006,6.0681,0.20433,-164.45,0.001805,164.45,180,1.9416,0.20412,46.168,9.9572,9.8067,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017864,497787,0,5.5743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6891e-4,NaN,NaN,NaN,NaN,1.9661,13.848,992.46,339.69,0.5,0.57144
105.3,151.17,-6.0614,0.0017389,6.0663,0.36196,-165.37,0.0017439,165.37,180,1.7606,0.36195,46.168,9.9572,9.8067,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017858,497760,0,5.5727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.746e-4,NaN,NaN,NaN,NaN,1.7183,13.868,992.82,339.7,0.5,0.57173
105.8,148.14,-6.0599,0.0029417,6.0662,0.39221,-166.3,0.0016835,166.3,180,1.9567,0.3922,46.168,9.9572,9.8067,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017857,497867,0,5.5741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6387e-4,NaN,NaN,NaN,NaN,2.0034,13.887,993.17,339.71,0.5,0.57193
106.3,145.12,-6.0398,0.04016,6.089,0.96561,-167.4,0.0016232,167.4,180,2.4391,0.96478,46.168,9.9571,9.8067,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017923,499849,0,5.6175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7531e-4,NaN,NaN,NaN,NaN,2.5509,13.907,993.53,339.73,0.5,0.57207
106.8,142.09,-6.0735,-0.067344,6.0407,0.1827,-168.6,0.0015539,168.6,180,2.3542,0.16984,46.168,9.9571,9.8067,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017781,496007,0,5.5305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0617e-4,NaN,NaN,NaN,NaN,2.3342,13.927,993.88,339.74,0.5,0.57222
107.3,139.06,-6.0474,0.052115,6.0792,0.43057,-169.72,0.0014776,169.72,180,2.1405,0.42741,46.168,9.9571,9.8068,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017893,499281,0,5.6027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0297e-4,NaN,NaN,NaN,NaN,2.0913,13.946,994.24,339.75,0.5,0.57236
107.8,136.03,-6.057,-0.019084,6.0595,0.62078,-170.72,0.0014041,170.72,180,1.8303,0.62049,46.168,9.9571,9.8068,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017835,497785,0,5.5682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8594e-4,NaN,NaN,NaN,NaN,1.7575,13.966,994.6,339.76,0.5,0.57251
108.3,133,-6.0508,0.012321,6.0677,0.58387,-171.71,0.0013378,171.71,180,2.1221,0.58374,46.168,9.9571,9.8068,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017858,498571,0,5.5848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6745e-4,NaN,NaN,NaN,NaN,2.1907,13.986,994.95,339.77,0.5,0.57269
108.8,129.98,-6.0619,-0.022107,6.0508,0.023297,-172.77,0.0012733,172.77,180,2.1185,0.0073521,46.168,9.9571,9.8068,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017808,497300,0,5.5554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8504e-4,NaN,NaN,NaN,NaN,2.118,14.005,995.31,339.79,0.5,0.57286
109.3,126.95,-6.0535,0.016675,6.062,0.06282,-173.82,0.0012052,173.82,180,2.0882,0.060567,46.168,9.9571,9.8068,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01784,498334,0,5.5775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8579e-4,NaN,NaN,NaN,NaN,2.0815,14.025,995.66,339.8,0.5,0.57306
109.8,123.92,-6.0567,-0.0064005,6.0543,0.16035,-174.84,0.0011369,174.84,180,2.0081,0.16022,46.168,9.957,9.8068,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017817,497822,0,5.5651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8306e-4,NaN,NaN,NaN,NaN,1.9896,14.045,996.02,339.81,0.5,0.57332
110.3,120.89,-6.0535,0.0064001,6.0573,0.13461,-175.86,0.0010701,175.86,180,2.0753,0.13446,46.168,9.957,9.8068,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017825,498183,0,5.5721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7822e-4,NaN,NaN,NaN,NaN,2.0914,14.065,996.37,339.82,0.5,0.57353
110.8,117.87,-6.0545,-0.0019423,6.0536,0.051883,-176.89,0.0010037,176.89,180,2.0494,0.051847,46.168,9.957,9.8068,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017813,497995,0,5.5669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8222e-4,NaN,NaN,NaN,NaN,2.0437,14.084,996.73,339.83,0.5,0.57369
111.3,114.84,-6.0387,0.031684,6.0717,0.7413,-178.01,9.3688e-4,178.01,180,2.4197,0.74062,46.168,9.957,9.8068,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017866,499597,0,5.6018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8064e-4,NaN,NaN,NaN,NaN,2.5055,14.104,997.08,339.85,0.5,0.57426
111.8,111.82,-6.0527,-0.028167,6.0488,0.56826,-179.15,8.655e-4,179.15,180,2.1359,0.56757,46.168,9.957,9.8068,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017798,497832,0,5.5613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0464e-4,NaN,NaN,NaN,NaN,2.0696,14.124,997.44,339.86,0.5,0.57468
112.3,108.79,-6.0495,0.0065776,6.0545,0.23411,-180.19,7.9204e-4,180.19,180,2.0189,0.23402,46.168,9.957,9.8069,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017814,498413,0,5.5733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8612e-4,NaN,NaN,NaN,NaN,1.9919,14.143,997.79,339.87,0.5,0.57486
112.8,105.77,-6.0508,-0.0027513,6.0503,0.15976,-181.22,7.2347e-4,181.22,180,2.0988,0.15973,46.168,9.957,9.8069,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017801,498184,0,5.5672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7824e-4,NaN,NaN,NaN,NaN,2.1178,14.163,998.14,339.88,0.5,0.57531
113.3,102.74,-6.0487,0.0042944,6.0515,0.14535,-182.29,6.5633e-4,182.29,180,2.1714,0.14529,46.168,9.9569,9.8069,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017804,498401,0,5.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.835e-4,NaN,NaN,NaN,NaN,2.1887,14.183,998.5,339.89,0.5,0.57599
113.8,99.72,-6.0455,0.0064188,6.0532,0.38094,-183.32,5.8748e-4,183.32,180,1.981,0.38089,46.168,9.9569,9.8069,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017809,498659,0,5.5758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8812e-4,NaN,NaN,NaN,NaN,1.937,14.202,998.85,339.91,0.5,0.57649
114.3,96.697,-6.0481,-0.0053467,6.0475,0.25192,-184.28,5.1986e-4,184.28,180,1.855,0.25186,46.168,9.9569,9.8069,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017791,498300,0,5.5668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7549e-4,NaN,NaN,NaN,NaN,1.826,14.222,999.21,339.92,0.5,0.57681
114.8,93.674,-6.0423,0.011749,6.0536,0.41694,-185.26,4.5664e-4,185.26,180,2.0634,0.41678,46.168,9.9569,9.8069,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017808,498923,0,5.5797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6809e-4,NaN,NaN,NaN,NaN,2.1121,14.241,999.56,339.93,0.5,0.57699
115.3,90.651,-6.0479,-0.011273,6.0435,0.20232,-186.27,3.9317e-4,186.27,180,1.9624,0.202,46.168,9.9569,9.8069,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017778,498209,0,5.5628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8044e-4,NaN,NaN,NaN,NaN,1.9392,14.261,999.92,339.94,0.5,0.57733
115.8,87.629,-6.0425,0.010813,6.0498,0.24712,-187.22,3.2824e-4,187.22,180,1.839,0.24689,46.168,9.9569,9.8069,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017796,498841,0,5.5759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7457e-4,NaN,NaN,NaN,NaN,1.8107,14.281,1000.3,339.95,0.5,0.57974
116.3,84.607,-6.0457,-0.0064982,6.0428,0.10324,-188.13,2.66e-4,188.13,180,1.7875,0.10303,46.168,9.9569,9.8069,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017775,498381,0,5.5646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6663e-4,NaN,NaN,NaN,NaN,1.7758,14.3,1000.6,339.96,0.5,0.58001
116.8,81.585,-6.0419,0.0077459,6.0466,0.16816,-189.04,2.0656e-4,189.04,180,1.8714,0.16798,46.168,9.9569,9.8069,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017785,498811,0,5.5733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6394e-4,NaN,NaN,NaN,NaN,1.8913,14.32,1001,339.98,0.5,0.58018
117.3,78.563,-6.0435,-0.0033059,6.042,0.05761,-189.97,1.4724e-4,189.97,180,1.8427,0.057515,46.168,9.9568,9.8069,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017771,498542,0,5.5663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6849e-4,NaN,NaN,NaN,NaN,1.8364,14.34,1001.3,339.99,0.5,0.58098
117.8,75.542,-6.0411,0.0048287,6.0436,0.053209,-190.9,8.7213e-5,190.9,180,1.8692,0.05299,46.168,9.9568,9.807,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017775,498792,0,5.5709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6694e-4,NaN,NaN,NaN,NaN,1.8757,14.359,1001.7,340,0.5,0.58142
118.3,72.522,-6.041,1.5469e-4,6.0414,0.10025,-191.84,2.7097e-5,191.84,180,1.9193,0.10025,46.168,9.9568,9.807,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017768,498727,0,5.5684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6828e-4,NaN,NaN,NaN,NaN,1.9313,14.379,1002,340.01,0.5,0.58199
118.8,69.502,-6.0396,0.0027941,6.0414,0.11061,-192.79,-3.4038e-5,192.79,-180,1.864,0.11058,46.168,9.9568,9.807,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017768,498841,0,5.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7129e-4,NaN,NaN,NaN,NaN,1.8516,14.399,1002.4,340.02,0.5,0.58221
119.3,66.482,-6.0391,0.001073,6.04,0.11244,-193.74,-9.529e-5,193.74,-180,1.9202,0.11244,46.168,9.9568,9.807,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017763,498843,0,5.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6784e-4,NaN,NaN,NaN,NaN,1.9336,14.418,1002.8,340.04,0.5,0.58266
119.8,63.463,-6.0376,0.0029417,6.04,0.16939,-194.72,-1.5657e-4,194.72,-180,2.0049,0.16937,46.168,9.9568,9.807,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017762,498955,0,5.5706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7117e-4,NaN,NaN,NaN,NaN,2.0249,14.438,1003.1,340.05,0.5,0.58337
120.3,60.444,-6.0358,0.0036209,6.0402,0.28444,-195.76,-2.1969e-4,195.76,-180,2.1471,0.28442,46.168,9.9568,9.807,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017762,499084,0,5.5725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7628e-4,NaN,NaN,NaN,NaN,2.1803,14.457,1003.5,340.06,0.5,0.58401
120.8,57.426,-6.0375,-0.0033861,6.036,0.065974,-196.82,-2.8614e-4,196.82,-180,2.1142,0.065887,46.168,9.9568,9.807,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017749,498850,0,5.5663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8534e-4,NaN,NaN,NaN,NaN,2.1069,14.477,1003.8,340.07,0.5,0.58447
121.3,54.408,-6.0335,0.0080871,6.0396,0.25964,-197.85,-3.5464e-4,197.85,-180,1.9844,0.25951,46.168,9.9567,9.807,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017759,499268,0,5.5746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8331e-4,NaN,NaN,NaN,NaN,1.9549,14.497,1004.2,340.08,0.5,0.58531
121.8,51.391,-6.0363,-0.0056887,6.0335,0.017092,-198.84,-4.2138e-4,198.84,-180,1.9764,0.016118,46.168,9.9567,9.807,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017741,498875,0,5.5649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7462e-4,NaN,NaN,NaN,NaN,1.9749,14.516,1004.5,340.1,0.5,0.58564
122.3,48.374,-6.0324,0.0078997,6.0373,0.17694,-199.8,-4.8598e-4,199.8,-180,1.888,0.17676,46.168,9.9567,9.807,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017751,499305,0,5.5735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7437e-4,NaN,NaN,NaN,NaN,1.868,14.536,1004.9,340.11,0.5,0.5858
122.8,45.359,-6.0261,0.012468,6.0423,0.56466,-200.82,-5.4885e-4,200.82,-180,2.1702,0.56452,46.168,9.9567,9.807,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017765,499838,0,5.5844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.686e-4,NaN,NaN,NaN,NaN,2.2352,14.556,1005.2,340.12,0.5,0.58596
123.3,42.343,-6.0366,-0.021027,6.0262,0.063117,-201.91,-6.1398e-4,201.91,-180,2.2,0.059512,46.168,9.9567,9.8071,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017717,498620,0,5.5563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8602e-4,NaN,NaN,NaN,NaN,2.2073,14.575,1005.6,340.13,0.5,0.58611
123.8,39.327,-6.0279,0.017411,6.0377,0.18257,-202.99,-6.8364e-4,202.99,-180,2.1091,0.18174,46.168,9.9567,9.8071,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01775,499680,0,5.5789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8897e-4,NaN,NaN,NaN,NaN,2.0887,14.595,1005.9,340.14,0.5,0.58626
124.3,36.312,-6.0316,-0.0072559,6.0295,0.22451,-204.01,-7.5332e-4,204.01,-180,1.9969,0.22439,46.168,9.9567,9.8071,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017726,499120,0,5.5654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8212e-4,NaN,NaN,NaN,NaN,1.9715,14.614,1006.3,340.16,0.5,0.58641
124.8,33.301,-6.0123,0.03857,6.0524,0.81853,-205.11,-8.2024e-4,205.11,-180,2.4058,0.81762,46.168,9.9567,9.8071,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017792,501126,0,5.6093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7523e-4,NaN,NaN,NaN,NaN,2.4982,14.634,1006.6,340.17,0.5,0.58656
125.3,30.289,-6.0366,-0.048579,6.0163,0.36106,-206.27,-8.9059e-4,206.27,-180,2.2269,0.35777,46.168,9.9566,9.8071,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017686,498255,0,5.5442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0132e-4,NaN,NaN,NaN,NaN,2.1857,14.654,1007,340.18,0.5,0.58675
125.8,27.274,-6.0233,0.026615,6.0366,0.032318,-207.39,-9.6466e-4,207.39,-180,2.236,0.018333,46.168,9.9566,9.8071,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017745,500048,0,5.5832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.908e-4,NaN,NaN,NaN,NaN,2.2385,14.673,1007.4,340.19,0.5,0.58692
126.3,24.261,-6.0288,-0.010972,6.0251,0.2412,-208.53,-0.0010371,208.53,-180,2.3565,0.24095,46.168,9.9566,9.8071,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01771,499211,0,5.5636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9024e-4,NaN,NaN,NaN,NaN,2.3846,14.693,1007.7,340.2,0.5,0.58709
126.8,21.25,-6.0173,0.022912,6.0387,0.56678,-209.64,-0.001111,209.64,-180,2.0733,0.56632,46.168,9.9566,9.8071,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01775,500455,0,5.5904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.992e-4,NaN,NaN,NaN,NaN,2.0096,14.712,1008.1,340.21,0.5,0.58723
127.3,18.239,-6.0255,-0.016389,6.0244,0.47533,-210.62,-0.001183,210.62,-180,1.8358,0.47504,46.168,9.9566,9.8071,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017707,499378,0,5.5654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7882e-4,NaN,NaN,NaN,NaN,1.7818,14.732,1008.4,340.23,0.5,0.58737
127.8,15.227,-6.0238,0.0032984,6.0266,0.18734,-211.51,-0.0012478,211.51,-180,1.7422,0.18731,46.168,9.9566,9.8071,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017713,499676,0,5.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6487e-4,NaN,NaN,NaN,NaN,1.7212,14.751,1008.8,340.24,0.5,0.5875
128.3,12.215,-6.024,-3.2276e-4,6.0243,0.12276,-212.4,-0.0013069,212.4,-180,1.8035,0.12276,46.168,9.9566,9.8071,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017706,499602,0,5.5684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5933e-4,NaN,NaN,NaN,NaN,1.8179,14.771,1009.1,340.25,0.5,0.58765
128.8,9.203,-6.0229,0.0022885,6.0241,0.04472,-213.3,-0.0013645,213.3,-180,1.7812,0.044661,46.168,9.9565,9.8072,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017704,499695,0,5.5695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6285e-4,NaN,NaN,NaN,NaN,1.7765,14.791,1009.5,340.26,0.5,0.5878
129.3,6.1921,-6.0209,0.0040154,6.0246,0.23384,-214.22,-0.0014223,214.22,-180,1.8981,0.23381,46.168,9.9565,9.8072,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017705,499852,0,5.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6146e-4,NaN,NaN,NaN,NaN,1.9251,14.81,1009.8,340.27,0.5,0.58793
129.8,3.1826,-6.0171,0.0074852,6.027,0.4438,-215.22,-0.0014814,215.22,-180,2.12,0.44374,46.168,9.9565,9.8072,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017712,500168,0,5.5781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6815e-4,NaN,NaN,NaN,NaN,2.1707,14.83,1010.2,340.29,0.5,0.58806
130.3,0.17253,-6.0231,-0.011973,6.0171,0.012949,-216.28,-0.0015453,216.28,-180,2.1175,0.0049306,46.168,9.9565,9.8072,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017682,499459,0,5.5614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8186e-4,NaN,NaN,NaN,NaN,2.1173,14.849,1010.5,340.3,0.5,0.58819
# Event GROUND_HIT occurred at t=130.8 seconds
# Event SIMULATION_END occurred at t=130.8 seconds
130.8,-2.8373,-6.016,0.014098,6.0254,0.27497,-217.3,-0.0016128,217.3,-180,1.9802,0.27461,46.168,9.9565,9.8072,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.017706,500265,0,5.5783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8223e-4,NaN,NaN,NaN,NaN,1.9495,14.869,1010.9,340.31,0.5,0.58832
